,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
54,0.673,0.74,4,-4.945,0,0.0847,0.0258,0.0,0.127,0.723,90.026,audio_features,3Rp8FNCr3yxM3fGFy99LN8,spotify:track:3Rp8FNCr3yxM3fGFy99LN8,https://api.spotify.com/v1/tracks/3Rp8FNCr3yxM3fGFy99LN8,https://api.spotify.com/v1/audio-analysis/3Rp8FNCr3yxM3fGFy99LN8,251846,4
55,0.583,0.776,8,-5.102,0,0.121,0.153,1.08e-06,0.136,0.643,193.936,audio_features,5JayOLFuofunaBCIjissQL,spotify:track:5JayOLFuofunaBCIjissQL,https://api.spotify.com/v1/tracks/5JayOLFuofunaBCIjissQL,https://api.spotify.com/v1/audio-analysis/5JayOLFuofunaBCIjissQL,194587,4
56,0.777,0.588,7,-9.759,1,0.0756,0.0227,0.0545,0.267,0.195,119.109,audio_features,1g0k1bFcLKyIrdsdUkF3eW,spotify:track:1g0k1bFcLKyIrdsdUkF3eW,https://api.spotify.com/v1/tracks/1g0k1bFcLKyIrdsdUkF3eW,https://api.spotify.com/v1/audio-analysis/1g0k1bFcLKyIrdsdUkF3eW,216339,4
57,0.723,0.628,6,-7.41,1,0.0553,0.00902,0.00131,0.0812,0.364,106.017,audio_features,6mnnWzRl1C6LABvoUar9tF,spotify:track:6mnnWzRl1C6LABvoUar9tF,https://api.spotify.com/v1/tracks/6mnnWzRl1C6LABvoUar9tF,https://api.spotify.com/v1/audio-analysis/6mnnWzRl1C6LABvoUar9tF,211115,4
58,0.699,0.742,4,-7.288,0,0.169,0.033,0.0,0.0508,0.54,79.981,audio_features,4ezz5XTWn8PPTuDagSM8pH,spotify:track:4ezz5XTWn8PPTuDagSM8pH,https://api.spotify.com/v1/tracks/4ezz5XTWn8PPTuDagSM8pH,https://api.spotify.com/v1/audio-analysis/4ezz5XTWn8PPTuDagSM8pH,245987,4
59,0.59,0.772,1,-3.599,1,0.172,0.264,0.0,0.34,0.748,155.852,audio_features,6TFGUXmdBVux66s5BgEvd0,spotify:track:6TFGUXmdBVux66s5BgEvd0,https://api.spotify.com/v1/tracks/6TFGUXmdBVux66s5BgEvd0,https://api.spotify.com/v1/audio-analysis/6TFGUXmdBVux66s5BgEvd0,188472,4
60,0.704,0.68,2,-6.498,1,0.315,0.146,1.25e-05,0.0692,0.168,105.031,audio_features,4SJRgLsuBKTEBEl9n6JsNu,spotify:track:4SJRgLsuBKTEBEl9n6JsNu,https://api.spotify.com/v1/tracks/4SJRgLsuBKTEBEl9n6JsNu,https://api.spotify.com/v1/audio-analysis/4SJRgLsuBKTEBEl9n6JsNu,255893,4
61,0.67,0.831,7,-3.632,1,0.0556,0.0349,0.000328,0.188,0.526,102.026,audio_features,4kcJsfPTr7RCrLQRvW7cyj,spotify:track:4kcJsfPTr7RCrLQRvW7cyj,https://api.spotify.com/v1/tracks/4kcJsfPTr7RCrLQRvW7cyj,https://api.spotify.com/v1/audio-analysis/4kcJsfPTr7RCrLQRvW7cyj,170027,4
62,0.518,0.702,1,-6.91,0,0.208,0.128,0.0,0.075,0.878,134.965,audio_features,3Wol2exesJNRrj6hGZ6R8s,spotify:track:3Wol2exesJNRrj6hGZ6R8s,https://api.spotify.com/v1/tracks/3Wol2exesJNRrj6hGZ6R8s,https://api.spotify.com/v1/audio-analysis/3Wol2exesJNRrj6hGZ6R8s,193833,4
63,0.819,0.744,9,-6.826,0,0.0799,0.0133,0.00177,0.0995,0.665,102.995,audio_features,04QTmCTsaVjcGaoxj8rSjE,spotify:track:04QTmCTsaVjcGaoxj8rSjE,https://api.spotify.com/v1/tracks/04QTmCTsaVjcGaoxj8rSjE,https://api.spotify.com/v1/audio-analysis/04QTmCTsaVjcGaoxj8rSjE,191068,4
