,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
55,0.774,0.658,11,-6.882,1,0.126,0.119,0.0,0.211,0.367,139.98,audio_features,7Iv2bJKV1u9kK6fuhxxasK,spotify:track:7Iv2bJKV1u9kK6fuhxxasK,https://api.spotify.com/v1/tracks/7Iv2bJKV1u9kK6fuhxxasK,https://api.spotify.com/v1/audio-analysis/7Iv2bJKV1u9kK6fuhxxasK,205819,4
56,0.821,0.877,1,-4.799,1,0.0488,0.000897,0.914,0.0477,0.78,124.0,audio_features,7IwC6r04ocIjadlp3rduCv,spotify:track:7IwC6r04ocIjadlp3rduCv,https://api.spotify.com/v1/tracks/7IwC6r04ocIjadlp3rduCv,https://api.spotify.com/v1/audio-analysis/7IwC6r04ocIjadlp3rduCv,168024,4
57,0.691,0.897,1,-5.964,1,0.0508,0.00516,0.00575,0.198,0.335,127.032,audio_features,7J2ZAjzZCTcxq8m5QSS9za,spotify:track:7J2ZAjzZCTcxq8m5QSS9za,https://api.spotify.com/v1/tracks/7J2ZAjzZCTcxq8m5QSS9za,https://api.spotify.com/v1/audio-analysis/7J2ZAjzZCTcxq8m5QSS9za,167246,4
58,0.816,0.5,1,-4.551,1,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,audio_features,7J41dYQolQJEtj3UmKLu5r,spotify:track:7J41dYQolQJEtj3UmKLu5r,https://api.spotify.com/v1/tracks/7J41dYQolQJEtj3UmKLu5r,https://api.spotify.com/v1/audio-analysis/7J41dYQolQJEtj3UmKLu5r,247840,4
59,0.392,0.334,7,-18.294,1,0.0319,0.515,0.0946,0.0892,0.621,189.394,audio_features,7J4WbEdRTZGJDsSr5AACCw,spotify:track:7J4WbEdRTZGJDsSr5AACCw,https://api.spotify.com/v1/tracks/7J4WbEdRTZGJDsSr5AACCw,https://api.spotify.com/v1/audio-analysis/7J4WbEdRTZGJDsSr5AACCw,179933,4
60,0.614,0.802,10,-5.403,1,0.0327,0.167,0.000411,0.0833,0.479,98.008,audio_features,7JAo7wy8BzmP9smtTJ3fuU,spotify:track:7JAo7wy8BzmP9smtTJ3fuU,https://api.spotify.com/v1/tracks/7JAo7wy8BzmP9smtTJ3fuU,https://api.spotify.com/v1/audio-analysis/7JAo7wy8BzmP9smtTJ3fuU,130900,4
61,0.751,0.92,9,-5.618,0,0.0964,0.00504,0.00302,0.127,0.633,122.991,audio_features,7JHdotEeGSIbtFuo4dVvsC,spotify:track:7JHdotEeGSIbtFuo4dVvsC,https://api.spotify.com/v1/tracks/7JHdotEeGSIbtFuo4dVvsC,https://api.spotify.com/v1/audio-analysis/7JHdotEeGSIbtFuo4dVvsC,148189,4
62,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,audio_features,7JJmb5XwzOO8jgpou264Ml,spotify:track:7JJmb5XwzOO8jgpou264Ml,https://api.spotify.com/v1/tracks/7JJmb5XwzOO8jgpou264Ml,https://api.spotify.com/v1/audio-analysis/7JJmb5XwzOO8jgpou264Ml,199440,4
63,0.697,0.235,7,-8.651,1,0.0534,0.62,0.000144,0.107,0.378,99.947,audio_features,7JXZq0JgG2zTrSOAgY8VMC,spotify:track:7JXZq0JgG2zTrSOAgY8VMC,https://api.spotify.com/v1/tracks/7JXZq0JgG2zTrSOAgY8VMC,https://api.spotify.com/v1/audio-analysis/7JXZq0JgG2zTrSOAgY8VMC,320400,4
64,0.635,0.847,7,-3.152,1,0.447,0.533,0.0,0.154,0.568,166.072,audio_features,7JYsArznYOjX2jsrT3UEnL,spotify:track:7JYsArznYOjX2jsrT3UEnL,https://api.spotify.com/v1/tracks/7JYsArznYOjX2jsrT3UEnL,https://api.spotify.com/v1/audio-analysis/7JYsArznYOjX2jsrT3UEnL,234650,4
